stair.thisTrialN,stair.stepSize,stair.intensity,Fixation.started,Fixation.stopped,grating.started,key_resp.started,grating.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
112,0.5,2.0,210.69273100000282,211.18050159999984,211.18050159999984,211.18050159999984,211.4808011999994,right,2.0,1,1,0.8287423000001581,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
113,0.5,2.0,212.0422058999975,212.53143669999554,212.53143669999554,212.53143669999554,212.84688840000308,right,2.0,1,1,0.7238457000057679,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
114,0.5,2.0,213.29258059999847,213.77980509999907,213.77980509999907,213.77980509999907,214.0797518999898,right,2.0,1,1,1.0709379000036279,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
115,0.5,1.5,214.89171789999818,215.37947329999588,215.37947329999588,215.37947329999588,215.67907959999866,right,1.5,1,1,0.9699497999972664,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
116,0.5,1.5,216.3907162999967,216.87889219999488,216.87889219999488,216.87889219999488,217.17866059999506,right,1.5,1,1,0.9423022999981185,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
117,0.5,1.5,217.8579361000011,218.34518019999086,218.34518019999086,218.34518019999086,218.64493850000144,left,-1.5,1,1,0.7338533000001917,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
118,0.5,1.0,219.1065171999944,219.59529869999096,219.59529869999096,219.59529869999096,219.8942839999945,right,1.0,1,1,0.606423300007009,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
119,0.5,1.0,220.23947600000247,220.7276555999997,220.7276555999997,220.7276555999997,221.0273046999937,left,-1.0,1,1,0.4417771000007633,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
120,0.5,1.0,221.2056397999986,221.6943648000015,221.6943648000015,221.6943648000015,221.99361849999696,right,1.0,0,0,0.7020648000034271,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
121,0.5,1.5,222.43844979999994,222.92687699999078,222.92687699999078,222.92687699999078,223.22680009999021,left,-1.5,1,1,0.6076194999914151,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
122,0.5,1.5,223.57197679999808,224.05936649999057,224.05936649999057,224.05936649999057,224.35989969999355,right,1.5,1,1,0.6087502000009408,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
123,0.5,1.5,224.70512079999025,225.19396769999003,225.19396769999003,225.19396769999003,225.49265800000285,left,-1.5,1,1,0.6583945999882417,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
124,0.5,1.0,225.8885969999974,226.376357000001,226.376357000001,226.376357000001,226.67564509999647,left,-1.0,1,1,0.5399684000003617,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
125,0.5,1.0,226.9543313000031,227.44182069999806,227.44182069999806,227.44182069999806,227.74171170000045,left,-1.0,1,1,0.4969133000122383,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
126,0.5,1.0,227.97004030000244,228.45860859999084,228.45860859999084,228.45860859999084,228.76005959999748,left,-1.0,1,1,0.670618000003742,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
127,0.5,1.0,229.16924519999884,229.6573214999953,229.6573214999953,229.6573214999953,229.95773349999217,left,-1.0,1,1,0.6161019999999553,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
128,0.5,1.0,230.30206289999478,230.79038859999855,230.79038859999855,230.79038859999855,231.09004739999364,left,-1.0,1,1,0.5544475000060629,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
129,0.5,1.0,231.3875696000032,231.87413379999634,231.87413379999634,231.87413379999634,232.17312140000286,right,1.0,0,0,0.40764029999263585,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
130,0.5,1.5,232.31842979999783,232.80584570000065,232.80584570000065,232.80584570000065,233.10650280000118,right,1.5,1,1,0.6606449000100838,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
131,0.5,1.5,233.5012662999943,233.9893035999994,233.9893035999994,233.9893035999994,234.28902519999247,left,-1.5,1,1,0.692261200005305,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
132,0.5,1.5,234.7173834999994,235.20567699999083,235.20567699999083,235.20567699999083,235.50548439999693,right,1.5,1,1,0.48280159999558236,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
133,0.5,1.0,235.71744739999122,236.20516739999584,236.20516739999584,236.20516739999584,236.504941399995,right,1.0,0,0,0.6140807999909157,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
134,0.5,1.5,236.8506125999993,237.3386668000021,237.3386668000021,237.3386668000021,237.63880109999445,left,-1.5,1,1,0.6621770999918226,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
135,0.5,1.5,238.03369229999953,238.52124909999839,238.52124909999839,238.52124909999839,238.821280499993,right,1.5,1,1,0.6098705000040354,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
136,0.5,1.5,239.1668362999917,239.65450659999624,239.65450659999624,239.65450659999624,239.9542982999992,right,1.5,1,1,0.6009192000055918,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
137,0.5,1.0,240.2996037999983,240.78759870000067,240.78759870000067,240.78759870000067,241.08693259999563,left,-1.0,1,1,1.4171441000071354,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
138,0.5,1.0,242.23403110000072,242.7204073999892,242.7204073999892,242.7204073999892,243.02167289999488,right,1.0,1,1,0.662183600012213,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
139,0.5,1.0,243.41647389999707,243.90391259999888,243.90391259999888,243.90391259999888,244.2036963999999,right,1.0,0,0,0.6909290000039618,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
140,0.5,1.5,244.63200849998975,245.11925409999094,245.11925409999094,245.11925409999094,245.4188301999966,right,1.5,0,0,0.8461883000127273,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
141,0.5,2.0,245.99877979999292,246.4856456999987,246.4856456999987,246.4856456999987,246.7854282999906,left,-2.0,0,0,0.6300658999971347,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
142,0.5,2.5,247.14674280000327,247.6361995999905,247.6361995999905,247.6361995999905,247.93574909999734,right,2.5,1,1,0.7232837999908952,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
143,0.5,2.5,248.39697549999983,248.885168599998,248.885168599998,248.885168599998,249.18528979999246,right,2.5,1,1,0.5241695000004256,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
144,0.5,2.5,249.44622349999554,249.93436539999675,249.93436539999675,249.93436539999675,250.23513129999628,right,2.5,1,1,0.7596741000015754,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
145,0.5,2.0,250.730155799989,251.21810129999358,251.21810129999358,251.21810129999358,251.51777259999653,left,-2.0,1,1,0.5884082999982638,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
146,0.5,2.0,251.8463641999988,252.33364840000286,252.33364840000286,252.33364840000286,252.6331205000024,right,2.0,1,1,0.7002840000059223,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
147,0.5,2.0,253.06158599999617,253.5500425999926,253.5500425999926,253.5500425999926,253.84961679999833,right,2.0,0,0,0.6546597999986261,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
148,0.5,2.5,254.24478799999633,254.7172317999939,254.7172317999939,254.7172317999939,255.01679399999557,right,2.5,1,1,0.6848633000045083,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
149,0.5,2.5,255.44466850000026,255.9321285999904,255.9321285999904,255.9321285999904,256.2321746999951,right,2.5,1,1,0.6716864000045462,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
150,0.5,2.5,256.6437214999896,257.1154535999958,257.1154535999958,257.1154535999958,257.4154121999891,right,2.5,1,1,0.9531740000093123,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
151,0.5,2.0,258.1103815999959,258.59807490000094,258.59807490000094,258.59807490000094,258.8983001000015,left,-2.0,1,1,0.4873193999956129,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
152,0.5,2.0,259.12613659999624,259.6143207999994,259.6143207999994,259.6143207999994,259.91458460000285,left,-2.0,1,1,0.4398485000128858,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
153,0.5,2.0,260.0928966999927,260.5805632999982,260.5805632999982,260.5805632999982,260.88065330000245,right,2.0,1,1,0.6323382999980822,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
154,0.5,1.5,261.24296659999527,261.73065179999685,261.73065179999685,261.73065179999685,262.0305795000022,left,-1.5,1,1,0.619209000011324,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
155,0.5,1.5,262.39376829999674,262.879995700001,262.879995700001,262.879995700001,263.1799716999958,left,-1.5,1,1,0.643238200005726,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
156,0.5,1.5,263.55783150000207,264.04638899999554,264.04638899999554,264.04638899999554,264.3460047999979,left,-1.5,1,1,0.7740740000008373,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
157,0.5,1.0,264.8575204999943,265.3464341999934,265.3464341999934,265.3464341999934,265.6455200999917,right,1.0,1,1,0.8331810999952722,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
158,0.5,1.0,266.2078896000021,266.69565619999776,266.69565619999776,266.69565619999776,266.99668339999334,right,1.0,1,1,0.592893399996683,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
159,0.5,1.0,267.323962399998,267.81162490000133,267.81162490000133,267.81162490000133,268.11110850000114,right,1.0,0,0,0.6005285999999614,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
160,0.5,1.5,268.456345300001,268.94541149999714,268.94541149999714,268.94541149999714,269.24419040000066,left,-1.5,1,1,0.7405340000113938,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
161,0.5,1.5,269.7225197999942,270.2109768999944,270.2109768999944,270.2109768999944,270.51021480000054,left,-1.5,1,1,0.4683056000067154,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
162,0.5,1.5,270.7222808999941,271.2102384000027,271.2102384000027,271.2102384000027,271.5098149999976,right,1.5,1,1,0.7037396000087028,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
163,0.5,1.0,271.9552243999933,272.44358269999793,272.44358269999793,272.44358269999793,272.7430594999896,left,-1.0,0,0,0.9038777999958256,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
164,0.5,1.5,273.39022580000164,273.8764069000026,273.8764069000026,273.8764069000026,274.1767678000033,right,1.5,1,1,0.7602370999957202,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
165,0.5,1.5,274.671500299999,275.1593201999931,275.1593201999931,275.1593201999931,275.45940330000303,left,-1.5,1,1,0.6978031000035116,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
166,0.5,1.5,275.88732799999707,276.3756662999949,276.3756662999949,276.3756662999949,276.6751829999994,left,-1.5,1,1,0.5688495000067633,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
167,0.5,1.0,276.9872389999946,277.47506859998975,277.47506859998975,277.47506859998975,277.77485799998976,right,1.0,1,1,0.8136614000104601,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
168,0.5,1.0,278.31998049998947,278.8076323999994,278.8076323999994,278.8076323999994,279.10803009998926,left,-1.0,0,0,0.6953930000017863,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
169,0.5,1.5,279.53625669999747,280.0241743999941,280.0241743999941,280.0241743999941,280.3240322999918,right,1.5,1,1,0.9145453000091948,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
170,0.5,1.5,280.9698364999931,281.4575418000022,281.4575418000022,281.4575418000022,281.7565656999941,left,-1.5,1,1,0.6342334000073606,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
171,0.5,1.5,282.13548149999406,282.62380439999106,282.62380439999106,282.62380439999106,282.9231119000033,right,1.5,1,1,0.7139513000001898,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
172,0.5,1.0,283.368576199995,283.85640199999034,283.85640199999034,283.85640199999034,284.1562774999911,left,-1.0,0,0,0.671455399991828,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
173,0.5,1.5,284.5685430000012,285.0559637999977,285.0559637999977,285.0559637999977,285.357044999997,left,-1.5,1,1,0.6365489000017988,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
174,0.5,1.5,285.73449599999003,286.2222485999955,286.2222485999955,286.2222485999955,286.5219895999908,left,-1.5,0,0,1.1060891000088304,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
175,0.5,2.0,287.36692519999633,287.8548800999997,287.8548800999997,287.8548800999997,288.1546967000031,right,2.0,1,1,0.8271381000085967,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
176,0.5,2.0,288.71672939999553,289.2043943000026,289.2043943000026,289.2043943000026,289.50415480000083,left,-2.0,0,0,0.6596296999923652,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
177,0.5,2.5,289.8986937000009,290.3870089999982,290.3870089999982,290.3870089999982,290.6863209000003,left,-2.5,1,1,0.4926106000057189,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
178,0.5,2.5,290.9152641999972,291.4026881000027,291.4026881000027,291.4026881000027,291.70312939998985,right,2.5,0,0,0.8645513000083156,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
179,0.5,3.0,292.2978271999891,292.78644129999157,292.78644129999157,292.78644129999157,293.08563180000056,left,-3.0,1,1,1.1355622999981279,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
180,0.5,3.0,293.96940539999923,294.45211579999886,294.45211579999886,294.45211579999886,294.7711194000003,right,3.0,1,1,0.7691709999926388,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
181,0.5,3.0,295.26440299999376,295.7518670999998,295.7518670999998,295.7518670999998,296.0516864999954,right,3.0,1,1,0.5583159999951022,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
182,0.5,2.5,296.34700670000166,296.83485980000114,296.83485980000114,296.83485980000114,297.1345360999985,right,2.5,1,1,0.6052806999941822,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
183,0.5,2.5,297.48036679999495,297.96781249999185,297.96781249999185,297.96781249999185,298.26808609999716,right,2.5,1,1,0.6001974000100745,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
184,0.5,2.5,298.59601579999435,299.08482579998963,299.08482579998963,299.08482579998963,299.38436090000323,right,2.5,1,1,0.5106705000071088,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
185,0.5,2.0,299.62916640000185,300.11781209999754,300.11781209999754,300.11781209999754,300.4171448999987,right,2.0,1,1,0.4987708999979077,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
186,0.5,2.0,300.64614469998924,301.13422269999865,301.13422269999865,301.13422269999865,301.4335443000018,left,-2.0,1,1,0.554824800012284,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
187,0.5,2.0,301.7280555000034,302.21575139999914,302.21575139999914,302.21575139999914,302.51577359999646,left,-2.0,1,1,0.4342000000033295,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
188,0.5,1.5,302.67851129999326,303.1658438000013,303.1658438000013,303.1658438000013,303.4663045999914,right,1.5,0,0,0.45080310000048485,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
189,0.5,2.0,303.66079999999783,304.14861249999376,304.14861249999376,304.14861249999376,304.44901549999486,left,-2.0,1,1,0.5882761999964714,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
190,0.5,2.0,304.7768422999943,305.2655009000009,305.2655009000009,305.2655009000009,305.56509319999896,left,-2.0,1,1,0.6681386999989627,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
191,0.5,2.0,305.9766748999973,306.4651278999954,306.4651278999954,306.4651278999954,306.7647586999956,left,-2.0,1,1,0.6383631999924546,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
192,0.5,1.5,307.1430033999932,307.6310061999975,307.6310061999975,307.6310061999975,307.9306530999893,right,1.5,1,1,0.5796884000010323,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
193,0.5,1.5,308.24268769999617,308.7308304999897,308.7308304999897,308.7308304999897,309.03075649999664,right,1.5,1,1,0.8877928000001702,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
194,0.5,1.5,309.65935580000223,310.1481605000008,310.1481605000008,310.1481605000008,310.44730939999863,left,-1.5,1,1,0.8080781000026036,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
195,0.5,1.0,310.9925116999948,311.48045170000114,311.48045170000114,311.48045170000114,311.7805435999908,left,-1.0,1,1,0.6751083999988623,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
196,0.5,1.0,312.1919964999979,312.6801590999967,312.6801590999967,312.6801590999967,312.9796815000009,right,1.0,1,1,0.7008024999959162,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
197,0.5,1.0,313.4245057999942,313.9128832999995,313.9128832999995,313.9128832999995,314.2125250999961,right,1.0,0,0,0.6661768999911146,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
198,0.5,1.5,314.60931639999035,315.09581790000084,315.09581790000084,315.09581790000084,315.395529299989,left,-1.5,1,1,0.5165281999943545,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
199,0.5,1.5,315.64032350000343,316.1286928999907,316.1286928999907,316.1286928999907,316.42829369999527,right,1.5,1,1,0.6827717999985907,345926,001,2023-09-06_16h49.04.178,Tutorial_1,2023.1.3,60.10778527909037,
